0,58,0
1,59,4
2,66,7
3,59,14
4,60,18
5,65,29
6,55,35
7,66,43
8,63,49
9,68,49
10,59,56
11,57,62
12,63,65
13,64,71
14,54,78
15,65,84
16,63,92
17,61,100
18,60,107
19,62,113
20,57,116
21,56,125
22,57,127
23,61,136
24,63,140
25,60,146
26,62,149
27,61,154
28,64,160
29,56,167
30,58,174
31,60,184
32,59,191
33,56,193
34,64,195
35,58,197
36,59,201
37,58,207
38,58,209
39,55,212
40,63,219
41,62,223
42,59,231
43,66,238
44,57,244
45,62,253
46,63,258
47,60,266
48,57,269
49,56,273
50,59,281
51,60,286
52,59,293
53,67,298
54,63,302
55,60,304
56,59,308
57,60,311
58,58,320
59,66,325
60,59,327
61,62,332
62,66,337
63,63,342
64,59,348
65,62,351
66,61,356
67,59,362
68,56,365
69,65,371
70,56,373
71,68,377
72,63,383
73,62,390
74,58,392
75,63,395
76,59,397
77,62,401
78,59,405
79,62,410
80,60,414
81,65,420
82,59,427
83,59,436
84,56,439
85,61,445
86,58,448
87,64,450
88,63,457
89,62,465
90,57,472
91,60,478
92,59,480
93,63,483
94,62,487
95,59,491
96,60,495
97,64,498
98,58,503
99,60,505
100,65,510
101,67,511
102,61,516
103,59,523
104,58,531
105,66,534
106,56,538
107,55,544
108,60,551
109,61,557
110,58,562
111,53,569
112,65,571
113,63,580
114,58,589
115,59,596
116,64,600
117,60,605
118,59,607
119,62,609
120,67,615
121,61,619
122,60,620
123,58,628
124,64,632
125,64,638
126,63,644
127,60,649
128,57,657
129,60,660
130,62,666
131,63,674
132,61,678
133,55,683
134,57,688
135,60,697
136,65,706
137,57,707
138,63,710
139,63,716
140,59,722
141,60,727
142,58,733
143,61,735
144,59,739
145,61,744
146,61,750
147,63,753
148,63,762
149,60,765
150,60,769
151,55,771
152,61,775
153,60,778
154,62,782
155,66,786
156,58,791
157,60,800
158,64,805
159,55,809
160,63,813
161,58,818
162,54,821
163,56,826
164,63,832
165,62,837
166,63,840
167,62,845
168,62,847
169,61,850
170,63,856
171,63,858
172,56,862
173,61,865
174,61,871
175,59,875
176,58,879
177,64,881
178,56,884
179,60,891
180,63,898
181,59,900
182,63,909
183,61,915
184,61,918
185,60,920
186,64,923
187,61,929
188,61,932
189,61,937
190,58,948
191,63,953
192,63,961
193,61,965
194,59,968
195,62,971
196,56,980
197,62,983
198,62,992
199,58,995
200,60,1002
201,59,1014
202,63,1020
203,70,1026
204,57,1030
205,65,1033
206,62,1036
207,56,1043
208,58,1044
209,60,1049
210,58,1052
211,63,1057
212,60,1060
213,61,1063
214,57,1067
215,62,1070
216,63,1076
217,55,1083
218,62,1092
219,56,1093
220,63,1099
221,57,1102
222,60,1107
223,63,1112
224,61,1122
225,61,1131
226,63,1136
227,62,1139
228,62,1143
229,63,1147
230,61,1151
231,57,1161
232,59,1167
233,58,1177
234,63,1182
235,59,1186
236,61,1189
237,60,1196
238,61,1206
239,64,1212
240,59,1220
241,57,1228
242,64,1235
243,60,1242
244,57,1249
245,56,1256
246,56,1258
247,61,1261
248,59,1264
249,62,1270
250,64,1276
251,57,1281
252,63,1286
253,66,1291
254,61,1299
255,56,1306
256,58,1311
257,59,1316
258,62,1319
259,64,1323
260,61,1331
261,63,1334
262,59,1339
263,55,1344
264,62,1348
265,55,1353
266,57,1353
267,59,1356
268,56,1361
269,62,1368
270,61,1373
271,64,1380
272,59,1383
273,60,1387
274,62,1389
275,61,1394
276,61,1398
277,61,1403
278,60,1407
279,65,1413
280,53,1419
281,66,1423
282,59,1425
283,63,1428
284,60,1433
285,63,1438
286,61,1441
287,62,1442
288,57,1448
289,63,1455
290,59,1462
291,59,1466
292,57,1471
293,53,1476
294,60,1478
295,61,1485
296,61,1488
