0,21,0
1,21,6
2,16,15
3,21,28
4,16,29
5,17,35
6,22,44
7,21,48
8,19,57
9,22,65
10,22,70
11,17,77
12,20,86
13,19,89
14,21,95
15,23,101
16,19,104
17,24,111
18,15,115
19,19,118
20,22,123
21,25,131
22,21,139
23,20,140
24,23,146
25,18,153
26,17,158
27,20,164
28,20,178
29,15,181
30,19,186
31,20,193
32,15,197
33,15,201
34,26,205
35,15,213
36,22,221
37,13,225
38,19,230
39,28,237
40,19,241
41,24,246
42,20,253
43,21,259
44,18,265
45,22,271
46,19,278
47,25,285
48,27,292
49,24,298
50,22,301
51,21,305
52,23,307
53,19,313
54,21,317
55,22,319
56,17,326
57,22,331
58,20,337
59,24,345
60,21,347
61,22,353
62,24,358
63,22,361
64,25,366
65,22,372
66,21,379
67,17,381
68,23,384
69,18,391
70,19,393
71,22,397
72,25,410
73,29,412
74,25,418
75,20,424
76,19,428
77,24,439
78,19,445
79,26,449
80,20,456
81,23,462
82,26,467
83,20,474
84,22,477
85,18,481
86,20,487
87,18,492
88,20,498
89,20,506
90,22,510
91,24,515
92,23,519
93,20,522
94,29,530
95,16,535
96,24,541
97,16,543
98,17,547
99,22,550
100,20,555
101,20,558
102,18,562
103,18,565
104,19,574
105,19,577
106,25,581
107,23,584
108,19,590
109,24,592
110,24,599
111,20,604
112,20,613
113,26,618
114,22,623
115,20,626
116,16,629
117,23,635
118,23,640
119,17,646
120,24,651
121,22,656
122,22,661
123,25,667
124,26,675
125,18,680
126,19,684
127,22,692
128,26,699
129,21,708
130,18,714
131,18,716
132,22,723
133,18,728
134,23,734
135,17,742
136,19,747
137,20,754
138,23,756
139,24,761
140,17,765
141,22,771
142,24,777
143,21,780
144,22,782
145,16,786
146,21,788
147,18,798
148,26,804
149,20,810
150,22,817
151,22,820
152,22,821
153,20,827
154,23,835
155,20,840
156,21,843
157,18,851
158,13,854
159,18,856
160,18,861
161,20,866
162,19,868
163,19,874
164,21,877
165,21,884
166,18,886
167,21,888
168,18,892
169,22,894
170,27,903
171,14,908
172,16,911
173,23,914
174,23,918
175,22,922
176,18,928
177,19,933
178,23,937
179,19,942
180,20,949
181,17,954
182,19,958
183,23,964
184,17,972
185,21,975
186,21,979
187,23,982
188,20,993
189,23,1000
190,19,1009
191,23,1013
192,21,1022
193,18,1026
194,18,1031
195,17,1033
196,17,1036
197,18,1040
198,15,1046
199,18,1048
200,22,1054
201,23,1063
202,20,1071
203,20,1076
204,17,1080
205,19,1088
206,23,1093
207,20,1098
208,21,1107
209,17,1112
210,20,1113
211,20,1116
212,22,1123
213,17,1134
214,21,1137
215,21,1143
216,20,1145
217,19,1147
218,22,1155
219,16,1158
220,25,1161
221,22,1169
222,20,1175
223,22,1182
224,22,1189
225,23,1192
226,19,1200
227,21,1206
228,20,1212
229,22,1217
230,18,1221
231,26,1222
232,20,1224
233,20,1227
234,26,1232
235,23,1235
236,17,1241
237,22,1242
238,19,1249
239,30,1253
240,17,1256
241,20,1263
242,17,1268
243,18,1273
244,22,1279
245,23,1284
246,21,1292
247,22,1297
248,24,1307
249,17,1310
250,15,1314
251,22,1316
252,18,1321
253,21,1327
254,15,1330
255,24,1336
256,20,1341
257,23,1345
258,22,1349
259,20,1354
260,22,1361
261,18,1367
262,17,1369
263,24,1373
264,22,1380
265,21,1384
266,20,1393
267,21,1402
268,22,1405
269,21,1411
270,23,1413
271,22,1416
272,21,1426
273,20,1434
274,18,1445
275,22,1451
276,21,1459
277,23,1471
278,18,1480
279,18,1482
280,20,1491
281,24,1495
282,23,1501
283,17,1505
284,18,1509
285,18,1511
286,19,1514
287,19,1520
288,18,1526
289,21,1530
290,16,1538
291,20,1541
292,16,1546
293,21,1552
294,20,1558
295,17,1559
296,22,1565
297,17,1569
298,19,1573
299,17,1577
300,24,1582
301,16,1584
302,22,1587
303,26,1595
304,17,1603
305,17,1606
306,21,1608
307,21,1614
308,26,1618
309,16,1619
310,22,1623
311,25,1629
312,21,1634
313,24,1641
314,23,1652
315,16,1656
316,22,1665
317,18,1666
318,23,1674
319,21,1677
320,18,1679
321,16,1688
322,17,1693
323,23,1701
324,19,1704
325,17,1708
326,21,1711
327,16,1714
328,15,1718
329,18,1725
330,23,1731
331,19,1739
332,19,1743
333,26,1748
334,18,1755
335,21,1759
336,20,1764
337,24,1768
338,18,1778
339,25,1785
340,19,1790
341,25,1797
342,20,1801
343,23,1806
344,25,1809
345,20,1815
346,21,1821
347,19,1824
348,19,1834
349,24,1838
350,17,1841
351,24,1849
352,19,1853
353,19,1855
354,19,1856
355,18,1860
356,20,1864
357,21,1868
358,19,1872
359,21,1876
360,24,1883
361,24,1889
362,23,1894
363,22,1900
364,22,1905
365,18,1906
366,21,1912
367,19,1915
368,21,1922
369,17,1927
370,23,1929
371,21,1935
372,19,1940
373,19,1947
374,21,1953
375,18,1957
376,17,1961
377,15,1969
378,18,1974
379,22,1984
380,25,1991
381,19,1994
382,19,2006
383,22,2012
384,18,2017
385,25,2023
386,23,2025
387,23,2029
388,17,2033
389,19,2037
390,22,2040
391,21,2044
392,18,2050
393,18,2055
394,17,2060
395,25,2067
396,21,2072
397,20,2077
398,16,2081
399,17,2084
400,21,2091
401,19,2096
402,17,2103
403,21,2109
404,21,2116
405,13,2121
406,17,2127
407,24,2133
408,16,2139
409,19,2142
410,22,2148
411,21,2156
412,25,2161
413,20,2168
414,19,2172
415,15,2175
416,20,2176
417,19,2185
418,17,2190
419,18,2191
420,20,2197
421,21,2202
422,21,2206
423,21,2209
424,18,2216
425,24,2224
426,19,2229
427,23,2235
428,20,2247
429,22,2250
430,23,2258
431,21,2267
432,22,2268
433,20,2273
434,22,2277
435,18,2278
436,24,2283
437,21,2288
438,16,2294
439,23,2297
440,24,2305
441,18,2307
442,16,2309
443,20,2313
444,21,2318
445,23,2325
446,18,2325
447,17,2329
448,20,2332
449,19,2341
450,19,2347
451,13,2350
452,21,2353
453,21,2356
454,19,2362
455,19,2367
456,16,2371
457,20,2379
458,22,2381
459,25,2389
460,19,2397
461,23,2401
462,21,2405
463,23,2413
464,20,2421
465,15,2426
466,26,2432
467,22,2438
468,25,2443
469,19,2448
470,20,2452
471,19,2457
472,21,2464
473,23,2467
474,23,2473
475,22,2478
476,19,2482
477,14,2485
478,19,2487
479,25,2492
480,24,2498
481,22,2501
482,22,2503
483,19,2509
484,18,2515
485,17,2519
486,22,2527
487,19,2533
488,20,2537
489,22,2545
490,23,2551
491,23,2558
492,25,2564
493,16,2568
494,16,2577
495,24,2583
496,19,2588
497,24,2591
498,21,2595
499,19,2601
500,18,2607
501,25,2611
502,24,2618
503,17,2624
504,17,2629
505,18,2638
506,25,2647
507,19,2654
508,20,2658
509,20,2662
510,19,2667
511,19,2671
512,13,2679
513,21,2681
514,20,2685
515,24,2688
516,23,2693
517,19,2696
518,19,2703
519,21,2711
520,16,2713
521,23,2719
522,17,2721
523,25,2726
524,23,2732
525,19,2738
526,18,2742
527,19,2751
528,28,2756
529,13,2763
530,22,2765
531,23,2770
532,22,2773
533,28,2778
534,23,2784
535,20,2789
536,21,2797
537,20,2803
538,22,2805
539,24,2809
540,18,2817
541,17,2820
542,27,2822
543,20,2826
544,18,2831
545,16,2836
546,23,2843
547,21,2845
548,19,2849
549,25,2851
550,20,2855
551,21,2862
552,21,2870
553,25,2873
554,17,2875
555,22,2880
556,25,2886
557,21,2891
558,21,2897
559,21,2903
560,22,2910
561,19,2912
562,16,2918
563,28,2920
564,19,2925
565,20,2928
566,20,2935
567,21,2938
568,22,2943
569,16,2947
570,19,2949
571,22,2957
572,13,2962
573,22,2968
574,14,2977
575,14,2982
576,24,2988
577,17,2992
578,23,2997
579,17,3005
580,22,3009
581,20,3013
582,13,3016
583,24,3021
584,20,3024
585,18,3029
586,27,3036
587,21,3041
588,18,3043
589,24,3047
590,19,3050
591,20,3054
592,17,3056
593,18,3062
594,16,3071
595,23,3073
596,17,3077
597,16,3079
598,22,3083
599,25,3086
600,19,3089
601,25,3093
602,25,3098
603,24,3103
604,21,3106
605,22,3112
606,23,3114
607,21,3119
608,15,3121
609,25,3123
610,26,3127
611,17,3130
612,23,3133
613,20,3142
614,17,3147
615,16,3150
616,23,3155
617,25,3159
618,22,3163
619,22,3174
620,18,3179
621,20,3183
622,19,3187
623,16,3193
624,21,3197
625,23,3203
626,23,3209
627,15,3213
628,21,3217
629,17,3219
630,21,3225
631,19,3232
632,20,3241
633,16,3246
634,23,3252
635,20,3260
636,20,3272
637,21,3276
638,23,3279
639,17,3283
640,19,3286
641,24,3291
642,22,3294
643,24,3298
644,17,3302
645,19,3309
646,19,3312
647,19,3319
648,22,3324
649,18,3333
650,18,3336
651,22,3342
652,23,3347
653,20,3352
654,21,3357
655,19,3363
656,21,3366
657,25,3372
658,18,3375
659,21,3378
660,26,3384
661,20,3389
662,22,3394
663,20,3398
664,22,3401
665,16,3408
666,19,3417
667,17,3423
668,24,3427
669,19,3433
670,24,3438
671,21,3442
672,25,3446
673,23,3451
674,17,3455
675,21,3461
676,22,3467
677,15,3471
678,20,3477
679,25,3479
680,26,3482
681,20,3488
682,19,3493
683,11,3500
684,17,3504
685,17,3509
686,27,3513
687,17,3519
688,20,3525
689,22,3532
690,16,3535
691,22,3538
692,24,3543
693,19,3550
694,25,3554
695,21,3562
696,16,3568
697,14,3571
698,25,3576
699,19,3584
700,25,3594
701,23,3598
702,24,3599
703,16,3603
704,24,3608
705,22,3613
706,19,3618
707,13,3623
708,20,3628
709,21,3632
710,20,3632
711,14,3638
712,22,3641
713,18,3643
714,20,3648
715,19,3651
716,19,3654
717,23,3658
718,19,3667
719,22,3669
720,23,3670
721,22,3676
722,24,3678
723,22,3686
724,20,3694
725,24,3699
726,23,3703
727,19,3705
728,19,3710
729,28,3715
730,19,3724
731,16,3728
732,21,3728
733,21,3731
734,20,3734
735,22,3738
736,24,3747
737,21,3753
738,16,3755
739,20,3763
740,21,3766
741,16,3773
742,19,3778
743,21,3780
744,22,3788
745,21,3793
746,17,3798
747,20,3802
748,19,3806
749,19,3811
750,19,3815
751,18,3820
752,22,3823
753,15,3829
754,14,3832
755,17,3838
756,18,3841
757,19,3846
758,21,3852
759,23,3854
760,23,3861
761,18,3874
762,22,3883
763,26,3890
764,14,3895
765,24,3896
766,25,3903
767,16,3908
768,20,3914
769,22,3919
770,18,3929
771,18,3934
772,20,3939
773,23,3941
774,19,3942
775,20,3944
776,18,3948
777,23,3951
778,19,3957
779,21,3960
780,25,3963
781,26,3965
782,21,3970
783,16,3974
784,18,3978
785,18,3982
786,19,3985
787,18,3992
788,21,4000
789,24,4005
790,18,4010
791,21,4015
792,23,4023
793,25,4031
794,17,4036
795,17,4041
796,19,4045
797,20,4052
798,24,4061
799,20,4067
800,21,4071
801,18,4078
802,24,4084
803,20,4086
804,19,4090
805,15,4096
806,19,4101
807,22,4109
808,24,4115
809,17,4123
810,18,4128
811,23,4134
812,24,4137
813,22,4142
814,25,4147
815,19,4150
816,25,4156
817,25,4164
818,19,4170
819,20,4176
820,20,4185
821,24,4191
822,19,4192
823,22,4196
824,22,4201
825,17,4205
826,21,4208
827,20,4214
828,22,4222
829,20,4226
830,17,4230
831,17,4234
832,20,4240
833,12,4246
834,19,4251
835,21,4263
836,25,4275
837,14,4280
838,24,4283
839,21,4284
840,25,4289
841,22,4291
842,20,4297
843,17,4299
844,23,4305
845,17,4310
846,23,4315
847,22,4319
848,21,4320
849,23,4322
850,20,4329
851,21,4336
852,20,4340
853,23,4345
854,18,4348
855,16,4352
856,27,4353
857,25,4354
858,22,4357
859,16,4362
860,17,4363
861,20,4369
862,18,4373
863,24,4378
864,25,4386
865,24,4390
866,16,4394
867,18,4398
868,21,4405
869,23,4411
870,24,4418
871,26,4419
872,21,4427
873,19,4436
874,20,4441
875,24,4448
876,24,4451
877,25,4458
878,22,4462
879,19,4464
880,24,4470
881,18,4473
882,25,4479
883,21,4486
884,20,4490
885,19,4493
886,21,4498
887,19,4501
888,20,4506
889,24,4515
890,20,4518
891,19,4519
892,22,4521
893,19,4523
894,22,4527
895,20,4533
896,22,4540
897,22,4542
898,26,4545
899,18,4548
900,18,4553
901,25,4560
902,26,4569
903,23,4574
904,17,4580
905,17,4587
906,25,4592
907,23,4600
908,23,4602
909,23,4608
910,19,4616
911,21,4618
912,22,4623
913,21,4627
914,21,4628
915,19,4630
916,25,4636
917,18,4640
918,19,4644
919,23,4653
920,20,4660
921,21,4667
922,18,4673
923,22,4679
924,21,4688
925,13,4696
926,20,4700
927,15,4709
928,18,4711
929,19,4717
930,17,4720
931,20,4724
932,23,4729
